Family,species,valid_Apr2016,Phylogeny,other phylogeny,Realm,time,element,activity Season Length,"breeding age (female, months)",field body temperature,preferred body temperature,Latitude_centroid,Longitude_centroid,npp,mean annual temperature,annual precipitation ,biome,insular endemic,foraging,sub-order,infraorder,log_mass
Dactyloidae,Anolis tropidolepis,yes,Kohler et al. 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,8.5,19.95,#DIV/0!,10.1136041,-84.24446083,11.6,20.38,2924.39,Tropical & Subtropical Moist Broadleaf Forests,no,Sit&wait,Sauria,Pleurodonta,0.635846618
Corytophanidae,Basiliscus plumifrons,yes,Pyron and Burbrink 2014,Schulte and Moreno-Roark 2010,Neotropic,Diurnal,water,12,20,31.7,#DIV/0!,12.95844363,-84.21673014,11.71,25.13,2896.71,Tropical & Subtropical Moist Broadleaf Forests,no,Sit&wait,Sauria,Pleurodonta,2.743519448
Dactyloidae,Anolis woodi,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,12,NA,21.5,#DIV/0!,9.567857757,-83.6807676,11.6,21.15,3143.24,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Pleurodonta,1.31
Dactyloidae,Anolis pentaprion,yes,no,Poe 2004,Neotropic,Diurnal,air,12,NA,28,#DIV/0!,12.5088228,-84.80250973,11.7,24.91,2760.77,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Pleurodonta,1.024890742
Dactyloidae,Anolis capito,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,12,NA,28.85,#DIV/0!,13.48330247,-85.90087802,11.72,24.69,2592.58,Tropical & Subtropical Moist Broadleaf Forests,no,Sit&wait,Sauria,Pleurodonta,1.31
Anguidae,Mesaspis monticola,yes,no,no,Neotropic,Diurnal,air,NA,NA,23.7,#DIV/0!,9.326959737,-83.38498049,11.57,20.99,3096.62,Tropical & Subtropical Moist Broadleaf Forests,no,Sit&wait,Sauria,Diploglossa,1.001799699
Teiidae,Holcosus leptophrys,yes,no,Harvey et al. 2012,Neotropic,Diurnal,air,NA,NA,36.4,#DIV/0!,8.414240164,-79.38991445,11.59,25.65,2574.5,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Lacertoidea,1.858178603
Dactyloidae,Anolis townsendi,yes,no,Nicholson et al. 2012,Neotropic,Diurnal,air,NA,NA,30.9,#DIV/0!,5.530406681,-87.0614681,10.87,0,0,Tropical & Subtropical Moist Broadleaf Forests,yes,NA,Sauria,Pleurodonta,0.835894025
Dactyloidae,Anolis alutaceus,yes,Pyron and Burbrink 2014,Nicholson et al. 2005 (pandoensis),Neotropic,Diurnal,air,12,NA,28.7,#DIV/0!,21.67613271,-79.42203607,11.66,24.43,1445.06,Tropical & Subtropical Moist Broadleaf Forests,yes,NA,Sauria,Pleurodonta,0.37221172
Dactyloidae,Anolis barbatus,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,NA,29.8,#DIV/0!,22.37793224,-81.37320594,11.75,24.27,1477.71,Tropical & Subtropical Moist Broadleaf Forests,yes,Sit&wait,Sauria,Pleurodonta,1.987980727
Dactyloidae,Anolis jubar,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,NA,31.65,#DIV/0!,21.07533074,-76.82129293,11.44,25.04,1177.36,Tropical & Subtropical Moist Broadleaf Forests,yes,NA,Sauria,Pleurodonta,0.699216351
Dactyloidae,Anolis oculatus,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,4,27.35,#DIV/0!,15.42528967,-61.35602568,10.83,24.04,2595.17,Tropical & Subtropical Moist Broadleaf Forests,yes,Sit&wait,Sauria,Pleurodonta,1.284187115
Teiidae,Pholidoscelis fuscata,yes,Pyron and Burbrink 2014,"Hower and Hedges 2003, Hurtado et al. 2014",Neotropic,Diurnal,air,NA,NA,35.95,#DIV/0!,15.43138702,-61.36354639,10.83,24.04,2595.17,Tropical & Subtropical Moist Broadleaf Forests,yes,Active,Sauria,Lacertoidea,2.710593427
Dactyloidae,Anolis marcanoi,yes,Pyron and Burbrink 2014,Alfoldi et al. 2011,Neotropic,Diurnal,air,NA,NA,32.4,#DIV/0!,18.44099173,-70.46594488,11.69,21.88,1199.58,Tropical & Subtropical Moist Broadleaf Forests,yes,Sit&wait,Sauria,Pleurodonta,0.759591095
Dactyloidae,Anolis semilineatus,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,NA,31.5,#DIV/0!,18.90907048,-71.21922545,11.63,24.19,1427.44,Tropical & Subtropical Moist Broadleaf Forests,yes,NA,Sauria,Pleurodonta,0.345311898
Leiocephalidae,Leiocephalus barahonensis,yes,Pyron and Burbrink 2014,Schulte and Moreno-Roark 2010,Neotropic,Diurnal,air,NA,NA,36.1,#DIV/0!,18.04596168,-71.63077831,11.38,24.34,1181.95,Tropical & Subtropical Moist Broadleaf Forests,yes,Sit&wait,Sauria,Pleurodonta,1.207437725
Dactyloidae,Anolis bitectus,yes,Pyron and Burbrink 2014,no,Neotropic,Diurnal,air,12,5,26.5,#DIV/0!,-1.486770307,-79.48748224,11.51,21.49,1603.47,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Pleurodonta,0.580526533
Phyllodactylidae,Phyllodactylus reissii,yes,Pyron and Burbrink 2014,"Gamble et al. 2012, Torres-Carvajal et al. 2013, Torres-Carvajal et al. 2014",Neotropic,Nocturnal,air,12,NA,22.35,#DIV/0!,-5.511414722,-79.15755409,11.23,17.61,658.94,Tropical & Subtropical Moist Broadleaf Forests,no,Active,Sauria,Gekkota,1.122600012
Tropiduridae,Uracentron flaviceps,yes,Pyron and Burbrink 2014,no,Neotropic,Diurnal,air,12,NA,31.2,#DIV/0!,-4.217072284,-72.21666298,11.97,24.76,2573.85,Tropical & Subtropical Moist Broadleaf Forests,no,Sit&wait,Sauria,Pleurodonta,1.863811975
Dactyloidae,Anolis aequatorialis,yes,Pyron and Burbrink 2014,"Poe 2004, Castaneda and de Queiroz 2011, Prates et al. 2014",Neotropic,Diurnal,air,NA,NA,22.3,#DIV/0!,-0.25720716,-78.84292017,11.45,19.97,2130.57,Tropical & Subtropical Moist Broadleaf Forests,no,Sit&wait,Sauria,Pleurodonta,1.542951226
Dactyloidae,Anolis proboscis,yes,Castaneda and de Queiroz 2013,Castaneda and de Queiroz 2013,Neotropic,Diurnal,air,NA,NA,23.85,#DIV/0!,0.016027752,-78.78399996,11.1,17.65,2217.5,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Pleurodonta,1.081130868
Dactyloidae,Anolis festae,yes,Pyron and Burbrink 2014,"Castaneda and de Queiroz 2011, Prates et al. 2014",Neotropic,Diurnal,air,NA,NA,24.3,#DIV/0!,-0.971998401,-79.66770197,11.57,24.62,1647.3,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Pleurodonta,0.678440375
Dactyloidae,Anolis peraccae,yes,Pyron and Burbrink 2014,"Castaneda and de Queiroz 2011, Prates et al. 2014",Neotropic,Diurnal,air,NA,NA,24.7,#DIV/0!,0.074028965,-78.92993113,11.47,20.26,2273.36,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Pleurodonta,0.719659896
Dactyloidae,Anolis chloris,yes,Pyron and Burbrink 2014,"Poe 2004, Nicholson et al. 2012, Prates et al. 2014",Neotropic,Diurnal,air,NA,NA,24.8,#DIV/0!,3.131763041,-77.90215112,11.6,22.73,3569.53,Tropical & Subtropical Moist Broadleaf Forests,no,Sit&wait,Sauria,Pleurodonta,0.657320979
Gymnophthalmidae,Alopoglossus atriventris,yes,Pyron and Burbrink 2014,Colli et al. 2015,Neotropic,Diurnal,air,NA,NA,26.15,#DIV/0!,-4.811751087,-71.35420809,11.98,24.65,2450.63,Tropical & Subtropical Moist Broadleaf Forests,no,Active,Sauria,Lacertoidea,0.568677601
Sphaerodactylidae,Gonatodes concinnatus,yes,Pyron and Burbrink 2014,Schargel et al. 2010,Neotropic,Diurnal,air,NA,NA,27.7,#DIV/0!,0.744113633,-72.75400058,11.91,25.22,2802.59,Tropical & Subtropical Moist Broadleaf Forests,no,Sit&wait,Sauria,Gekkota,0.55332766
Phyllodactylidae,Thecadactylus solimoensis,yes,Pyron and Burbrink 2014,Gamble et al. 2012,Neotropic,Nocturnal,air,NA,NA,26.4,#DIV/0!,-7.43636096,-70.40550003,11.94,23.84,2219.86,Tropical & Subtropical Moist Broadleaf Forests,no,Sit&wait,Sauria,Gekkota,1.703591255
Gymnophthalmidae,Arthrosaura reticulata,yes,Pyron and Burbrink 2014,"Castoe et al. 2004, Colli et al. 2015",Neotropic,Diurnal,air,NA,NA,26.85,#DIV/0!,-4.11951857,-61.7870194,11.97,25.8,2313.3,Tropical & Subtropical Moist Broadleaf Forests,no,Active,Sauria,Lacertoidea,0.934855067
Dactyloidae,Anolis princeps,yes,Pyron and Burbrink 2014,"Castaneda and de Queiroz 2013, Prates et al. 2014",Neotropic,Diurnal,air,NA,NA,27.4,#DIV/0!,0.332218565,-78.94113027,11.52,22.5,2813.62,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Pleurodonta,1.584846598
Gymnophthalmidae,Cercosaura manicata,yes,Torres-Carvajal et al. 2015,"Doan 2003, Torres-Carvajal et al. 2016",Neotropic,Diurnal,air,NA,NA,29.9,#DIV/0!,-9.112368268,-73.11874031,11.84,19.72,2078.5,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Lacertoidea,0.974692084
Dactyloidae,Anolis nigrolineatus,yes,no,no,Neotropic,Diurnal,air,NA,NA,29.9,#DIV/0!,-3.020536843,-79.47456233,11.42,18.7,1021.36,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Pleurodonta,0.546147032
Gekkonidae,Lepidodactylus gardineri,yes,no,no,Oceania,Nocturnal,air,NA,NA,28.4,#DIV/0!,-12.50354141,177.0790954,10.87,26.95,3448.5,Tropical & Subtropical Moist Broadleaf Forests,yes,NA,Sauria,Gekkota,0.527741411
Scincidae,Emoia trossula,yes,Zug et al. 2012,Zug et al. 2012,Oceania,Diurnal,air,NA,NA,30.8,#DIV/0!,-17.35789702,119.721268,11.34,24.55,2476.03,Tropical & Subtropical Moist Broadleaf Forests,yes,NA,Sauria,Scincoidea,1.447402625
Gekkonidae,Lepidodactylus lugubris,yes,Pyron and Burbrink 2014,Heinicke et al. 2012,Oriental,Nocturnal,air,12,4.75,29.5,29.2,12.54071692,103.7680678,11.53,24.21,1978.84,Tropical & Subtropical Moist Broadleaf Forests,no,Sit&wait,Sauria,Gekkota,0.472601256
Scincidae,Emoia cyanura,yes,Pyron and Burbrink 2014,"Hamilton 2008, Pyron and Burbrink 2014",Oceania,Diurnal,air,NA,9,33.6,32.68,-8.549106301,92.64822492,11.21,24.56,2384.14,Tropical & Subtropical Moist Broadleaf Forests,yes,Active,Sauria,Scincoidea,0.728897229
Dactyloidae,Anolis roquet,yes,Pyron and Burbrink 2014,"Castaneda and de Queiroz 2013, Prates et al. 2014",Neotropic,Diurnal,air,NA,10.6,26.45,#DIV/0!,14.6336662,-61.01209108,11.09,25.27,2052.08,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Pleurodonta,1.117294444
Scincidae,Mabuya mabouya,yes,Pyron and Burbrink 2014,Whiting et al. 2006,Neotropic,Diurnal,air,NA,12,34.15,#DIV/0!,13.86828196,-64.04774982,11.67,24.81,2189.27,Tropical & Subtropical Moist Broadleaf Forests,no,Active,Sauria,Scincoidea,1.541134847
Dactyloidae,Anolis marmoratus,yes,Pyron and Burbrink 2014,Alfoldi et al. 2011,Neotropic,Diurnal,air,NA,NA,29.85,#DIV/0!,16.23000348,-61.55905752,11,25.12,1715,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Pleurodonta,1.102350479
Teiidae,Dracaena guianensis,yes,Pyron and Burbrink 2014,Giugliano et al. 2007,Neotropic,Diurnal,water,NA,NA,32.2,#DIV/0!,-4.281221095,-63.95246024,11.98,25.95,2417.53,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Lacertoidea,3.385330342
Dactyloidae,Anolis richardii,yes,Pyron and Burbrink 2014,"Castaneda and de Queiroz 2013, Prates et al. 2014",Neotropic,Diurnal,air,NA,NA,29.05,#DIV/0!,12.20252507,-61.64136314,10.83,26.57,1989,Tropical & Subtropical Moist Broadleaf Forests,yes,NA,Sauria,Pleurodonta,1.739908681
Dactyloidae,Anolis aeneus,yes,Pyron and Burbrink 2014,Castaneda and de Queiroz 2013,Neotropic,Diurnal,air,NA,NA,31.55,#DIV/0!,6.505811347,-58.89725559,11.84,26.26,2246.1,Tropical & Subtropical Moist Broadleaf Forests,yes,Sit&wait,Sauria,Pleurodonta,1.024890742
Dactyloidae,Anolis uniformis,yes,Pyron and Burbrink 2014,no,Neotropic,Diurnal,air,12,NA,27.95,30.1,16.54750046,-90.09664516,11.85,24.6,2316.84,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Pleurodonta,0.170810106
Dactyloidae,Anolis dollfusianus,yes,no,no,Neotropic,Diurnal,air,NA,NA,28.4,#DIV/0!,16.63455872,-93.54960421,11.62,21.44,2146.36,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Pleurodonta,0.261037774
Gymnophthalmidae,Tretioscincus agilis,yes,Pyron and Burbrink 2014,Castoe et al. 2004,Neotropic,Diurnal,air,NA,NA,28.2,#DIV/0!,-2.176957481,-56.97665809,11.99,26.08,2292.87,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Lacertoidea,0.740477359
Dactyloidae,Anolis barbouri,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,NA,25.2,24.65,18.34198328,-72.13921281,11.6,21.35,1564.31,Tropical & Subtropical Moist Broadleaf Forests,yes,Sit&wait,Sauria,Pleurodonta,0.546147032
Dactyloidae,Anolis cybotes,yes,Pyron and Burbrink 2014,Alfoldi et al. 2011,Neotropic,Diurnal,air,NA,NA,29.7,#DIV/0!,18.75352811,-71.22910719,11.62,24.24,1416.83,Tropical & Subtropical Moist Broadleaf Forests,yes,Sit&wait,Sauria,Pleurodonta,1.042339353
Dactyloidae,Anolis coelestinus,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,NA,28.85,#DIV/0!,18.3042255,-72.82652885,11.54,24.25,1506.15,Tropical & Subtropical Moist Broadleaf Forests,yes,NA,Sauria,Pleurodonta,1.08722966
Teiidae,Pholidoscelis taeniura,yes,Pyron and Burbrink 2014,"Hower and Hedges 2003, Hurtado et al. 2014",Neotropic,Diurnal,air,NA,NA,37.2,#DIV/0!,18.60871192,-71.49368533,11.55,24.31,1449.5,Tropical & Subtropical Moist Broadleaf Forests,yes,Active,Sauria,Lacertoidea,1.53889872
Dactyloidae,Anolis allisoni,yes,Pyron and Burbrink 2014,Alfoldi et al. 2011,Neotropic,Diurnal,air,12,NA,33.1,33.35,19.2485736,-82.18906917,11.58,25.43,1405.01,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Pleurodonta,1.31
Iguanidae,Ctenosaura similis,yes,Pyron and Burbrink 2014,no,Neotropic,Diurnal,air,12,27,36.5,#DIV/0!,14.45405198,-86.97383878,11.73,24.48,2164.13,Tropical & Subtropical Moist Broadleaf Forests,no,Sit&wait,Sauria,Pleurodonta,3.69726275
Scincidae,Sphenomorphus indicus,yes,Pyron and Burbrink 2014,Linkem et al. 2011,Oriental,Diurnal,air,NA,NA,NA,25.7,24.98942099,105.2488576,11.51,17.01,1448.17,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Scincoidea,1.397407835
Agamidae,Calotes versicolor,yes,Pyron and Burbrink 2014,Schulte and Moreno-Roark 2010,Oriental,Diurnal,air,12,9,30.85,33.1,21.64147164,87.49447667,11.37,22.85,1348.54,Tropical & Subtropical Moist Broadleaf Forests,no,Sit&wait,Sauria,Acrodontia,2.070763359
Scincidae,Sphenomorphus maculatus,yes,Pyron and Burbrink 2014,Linkem et al. 2011,Oriental,Diurnal,air,12,14,32.1,#DIV/0!,22.56160657,96.62695856,11.61,19.28,1716.56,Tropical & Subtropical Moist Broadleaf Forests,no,mixed,Sauria,Scincoidea,0.832821571
Scincidae,Asymblepharus sikimmensis,yes,Pyron and Burbrink 2014,no,Oriental,Diurnal,air,NA,NA,29,#DIV/0!,26.77712653,89.91979021,11.47,16.26,1797,Tropical & Subtropical Moist Broadleaf Forests,no,Active,Sauria,Scincoidea,0.514881828
Gekkonidae,Gekko gecko,yes,Pyron and Burbrink 2014,Rosler et al. 2011,Oriental,Nocturnal,air,NA,13.5,NA,27.3,16.17248313,102.6211575,11.63,23.27,2002.25,Tropical & Subtropical Moist Broadleaf Forests,no,mixed,Sauria,Gekkota,2.225429022
Gekkonidae,Hemidactylus frenatus,yes,Pyron and Burbrink 2014,Carranza and Arnold 2006,Oriental,Nocturnal,air,12,7.25,27,31.8,5.035290837,109.5891939,11.49,24.97,1944.77,Tropical & Subtropical Moist Broadleaf Forests,no,mixed,Sauria,Gekkota,0.79979253
Agamidae,Draco volans,yes,Pyron and Burbrink 2014,Stuart-Fox & Owens 2003,Oriental,Diurnal,air,NA,8.5,29.25,#DIV/0!,-7.349358678,110.2501854,11.54,24.99,2382.24,Tropical & Subtropical Moist Broadleaf Forests,no,Sit&wait,Sauria,Acrodontia,0.927160598
Varanidae,Varanus indicus,yes,Pyron and Burbrink 2014,"Thompson et al. 2008, Welton et al. 2013",Oceania,Diurnal,water,NA,19,30,#DIV/0!,-9.326187152,140.4532188,11.5,25.91,2387.05,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Platynota,3.638689559
Scincidae,Tribolonotus gracilis,yes,Pyron and Burbrink 2014,Austin et al. 2010,Oceania,Diurnal,air,NA,NA,24.59166667,#DIV/0!,-3.634352917,141.6833979,11.8,25.25,2733.58,Tropical & Subtropical Moist Broadleaf Forests,yes,NA,Sauria,Scincoidea,1.374451399
Scincidae,Carlia fusca,yes,Pyron and Burbrink 2014,Dolman and Hugall 2008,Oceania,Diurnal,air,NA,NA,31.75,#DIV/0!,-1.640507485,134.9419437,11.48,26.1,2856.68,Tropical & Subtropical Moist Broadleaf Forests,yes,NA,Sauria,Scincoidea,0.771395538
Dactyloidae,Anolis lineatopus,yes,Pyron and Burbrink 2014,Alfoldi et al. 2011,Neotropic,Diurnal,air,12,5,29.25,#DIV/0!,18.13132247,-77.20554981,11.48,24.41,1836.8,Tropical & Subtropical Moist Broadleaf Forests,yes,Sit&wait,Sauria,Pleurodonta,0.907895854
Dactyloidae,Anolis opalinus,yes,Pyron and Burbrink 2014,Alfoldi et al. 2011,Neotropic,Diurnal,air,NA,NA,28.09545455,#DIV/0!,18.12548878,-77.16509204,11.46,24.46,1858.27,Tropical & Subtropical Moist Broadleaf Forests,yes,Sit&wait,Sauria,Pleurodonta,0.569169175
Dactyloidae,Anolis grahami,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,NA,31.15,#DIV/0!,18.1567153,-77.31141605,11.48,24.52,1793.31,Tropical & Subtropical Moist Broadleaf Forests,yes,Sit&wait,Sauria,Pleurodonta,0.942430237
Eublepharidae,Goniurosaurus kuroiwae,yes,Pyron and Burbrink 2014,Pokorna et al. 2010,Oriental,Nocturnal,air,9.5,16,25.95,19.15,26.6946536,128.0594424,10.73,22.24,2191.1,Tropical & Subtropical Moist Broadleaf Forests,yes,Active,Sauria,Gekkota,1.309
Agamidae,Japalura polygonata,yes,Pyron and Burbrink 2014,"Stuart-Fox & Owens 2003, Taxonomy",Oriental,Diurnal,air,NA,NA,29.45,#DIV/0!,25.14026314,122.2987058,11.17,19.71,2572.56,Tropical & Subtropical Moist Broadleaf Forests,yes,Sit&wait,Sauria,Acrodontia,1.226461414
Chamaeleonidae,Trioceros hoehnelii,yes,Pyron and Burbrink 2014,"Tolley et al. 2013, Ceccarelli et al. 2014, Stipala 2014",Afrotropic,Diurnal,air,12,8.5,26.85,30.2,-0.019956164,35.99025576,11.79,17.48,1105,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Acrodontia,1.474990015
Chamaeleonidae,Furcifer pardalis,yes,Pyron and Burbrink 2014,Tolley et al. 2013,Madagascar,Diurnal,air,NA,7,31.65,#DIV/0!,-15.49966806,50.03084765,11.62,23.6,1968.16,Tropical & Subtropical Moist Broadleaf Forests,yes,Active,Sauria,Acrodontia,2.429479223
Gekkonidae,Phelsuma laticauda,yes,Pyron and Burbrink 2014,Rocha et al. 2009,Madagascar,Diurnal,air,NA,10.5,22.25,#DIV/0!,-14.85144611,49.86776376,11.63,23.91,1725.08,Tropical & Subtropical Moist Broadleaf Forests,yes,NA,Sauria,Gekkota,0.763453778
Gekkonidae,Phelsuma madagascariensis,yes,Pyron and Burbrink 2014,Rocha et al. 2009,Madagascar,Diurnal,air,NA,13.5,31.55,#DIV/0!,-18.6694329,48.74752748,11.74,22,2255.85,Tropical & Subtropical Moist Broadleaf Forests,yes,Sit&wait,Sauria,Gekkota,1.49861942
Agamidae,Gonocephalus liogaster,yes,no,no,Oriental,Diurnal,air,NA,NA,25.7,#DIV/0!,2.872357864,112.0064081,11.89,25.96,2898.44,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Acrodontia,2.025047647
Scincidae,Sphenomorphus sabanus,yes,Pyron and Burbrink 2014,Linkem et al. 2011,Oriental,Diurnal,air,NA,NA,25.8,#DIV/0!,4.690192135,117.0224983,11.81,26.24,2573.7,Tropical & Subtropical Moist Broadleaf Forests,yes,NA,Sauria,Scincoidea,0.616650387
Scincidae,Lamprolepis smaragdina,yes,Pyron and Burbrink 2014,no,Oriental,Diurnal,air,NA,11,30.3,#DIV/0!,4.547597047,131.6498499,11.43,25.45,2673.89,Tropical & Subtropical Moist Broadleaf Forests,yes,Active,Sauria,Scincoidea,1.606096801
Teiidae,Aspidoscelis maslini,yes,de la Vega-Perez et al. 2013,de la Vega-Perez et al. 2013,Neotropic,Diurnal,air,NA,NA,37.15,36.05,18.07933842,-89.38323338,11.57,25.58,1567.02,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Lacertoidea,1.069956145
Teiidae,Aspidoscelis cozumela,yes,de la Vega-Perez et al. 2013,de la Vega-Perez et al. 2013,Neotropic,Diurnal,air,NA,10.5,38.04,35.15,20.14946634,-87.24703627,11.27,25.68,1448.1,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Lacertoidea,1.221332867
Teiidae,Aspidoscelis angusticeps,yes,de la Vega-Perez et al. 2013,de la Vega-Perez et al. 2013,Neotropic,Diurnal,air,NA,NA,39.3,37.1,19.67618242,-88.98684339,11.76,25.66,1216.05,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Lacertoidea,1.661770283
Corytophanidae,Basiliscus vittatus,yes,Pyron and Burbrink 2014,Schulte and Moreno-Roark 2010,Neotropic,Diurnal,water,12,9,36.15,#DIV/0!,16.23587762,-88.9716728,11.73,24.83,1883.31,Tropical & Subtropical Moist Broadleaf Forests,no,Sit&wait,Sauria,Pleurodonta,2.595127906
Xenosauridae,Xenosaurus grandis,yes,Pyron and Burbrink 2014,Bhullar 2011,Neotropic,Diurnal,air,NA,32,22.7,#DIV/0!,17.56736537,-93.80587148,11.77,22.93,1957.38,Tropical & Subtropical Moist Broadleaf Forests,no,,Sauria,Diploglossa,1.75127421
Phyllodactylidae,Thecadactylus rapicauda,yes,Pyron and Burbrink 2014,Gamble et al. 2012,Neotropic,Nocturnal,air,12,NA,26.95,#DIV/0!,-0.435148633,-65.24261572,11.89,24.99,2194.78,Tropical & Subtropical Moist Broadleaf Forests,no,Sit&wait,Sauria,Gekkota,1.703591255
Dactyloidae,Anolis sericeus,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,12,NA,32.65,#DIV/0!,16.95143901,-90.13241618,11.73,24.76,1759.86,Tropical & Subtropical Moist Broadleaf Forests,no,Sit&wait,Sauria,Pleurodonta,0.474481837
Teiidae,Holcosus undulatus,yes,Pyron and Burbrink 2014,"Hower and Hedges 2003, Hurtado et al. 2014",Neotropic,Diurnal,air,12,NA,38.3,#DIV/0!,17.53647255,-93.10164876,11.72,23.94,1558.62,Tropical & Subtropical Moist Broadleaf Forests,no,Active,Sauria,Lacertoidea,1.908023959
Xenosauridae,Xenosaurus tzacualtipantecus,yes,no,no,Neotropic,NA,air,NA,NA,18.08,#DIV/0!,22.32497931,-98.93426483,11.84,20.23,945.79,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Diploglossa,1.354841729
Xenosauridae,Xenosaurus newmanorum,yes,Bhullar 2011,Bhullar 2011,Neotropic,Diurnal,air,NA,NA,22.05,#DIV/0!,21.1181339,-98.73038224,11.91,21.77,1790.9,Tropical & Subtropical Moist Broadleaf Forests,no,Sit&wait,Sauria,Diploglossa,1.739569508
Dactyloidae,Anolis barkeri,yes,no,Poe 2004,Neotropic,Diurnal,water,NA,NA,24.15,#DIV/0!,17.52540583,-94.39653266,11.81,24.56,2255.2,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Pleurodonta,1.322713482
Xantusiidae,Lepidophyma flavimaculatum,yes,Pyron and Burbrink 2014,Noonan et al. 2013,Neotropic,Cathemeral,air,NA,NA,26.42,#DIV/0!,14.54392557,-87.1535015,11.71,24.72,2447.12,Tropical & Subtropical Moist Broadleaf Forests,no,Sit&wait,Sauria,Scincoidea,1.862939481
Scincidae,Eutropis multifasciata,yes,Pyron and Burbrink 2014,"Datta-Roy et al. 2012, Barley et al. 2014",Oriental,Diurnal,air,12,11.5,32.25,31.95,14.84675239,106.6491432,11.59,22.27,2052.46,Tropical & Subtropical Moist Broadleaf Forests,no,Active,Sauria,Scincoidea,1.804847427
Lacertidae,Takydromus sexlineatus,yes,Pyron and Burbrink 2014,"Lin et al. 2002, Mendes et al. 2016",Oriental,Diurnal,air,NA,NA,31.59,31.5,13.91958355,104.7817676,11.68,22.83,2075.45,Tropical & Subtropical Moist Broadleaf Forests,no,NA,Sauria,Lacertoidea,0.901884316
